,city,detailed_location,tipology,price,area,area_per_square_meter,bathrooms,apartament_state
11380,Aveiro,"Espinho, Aveiro",T1,155 000 €,54 m²,2 870 €/m²,Casas de Banho: 1,Em construção
11381,Aveiro,"Espinho, Aveiro",T3,230 000 €,105 m²,2 190 €/m²,Casas de Banho: 2,Usado
11382,Aveiro,"Espinho, Aveiro",T1,165 000 €,56 m²,2 946 €/m²,Casas de Banho: 1,Em construção
11383,Santarém,"Fátima, Ourém, Santarém",T1,275 600 €,"140,15 m²",1 966 €/m²,Em construção,
11384,Santarém,"Fátima, Ourém, Santarém",T2,338 000 €,"170,68 m²",1 980 €/m²,Em construção,
11385,Lisboa,"Cascais e Estoril, Cascais, Lisboa",T3,1 680 000 €,154 m²,10 909 €/m²,Casas de Banho: 4 ou mais,Novo
11386,Lisboa,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Oeiras, Lisboa",T4,675 000 €,195 m²,3 462 €/m²,Casas de Banho: 4 ou mais,Renovado
11387,Santarém,"Fátima, Ourém, Santarém",T3,280 800 €,"153,90 m²",1 825 €/m²,Em construção,
11388,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T1,207 500 €,70 m²,2 964 €/m²,Casas de Banho: 1,Novo
11389,Lisboa,"Alverca do Ribatejo e Sobralinho, Vila Franca de Xira, Lisboa",T4,309 900 €,164 m²,1 890 €/m²,Casas de Banho: 3,Renovado
11390,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",Vídeo,T1,168 000 €,48 m²,3 500 €/m²,Casas de Banho: 1
11391,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T3,299 000 €,98 m²,3 051 €/m²,Casas de Banho: 2,Renovado
11392,Lisboa,"Carcavelos e Parede, Cascais, Lisboa",T2,390 000 €,120 m²,3 250 €/m²,Casas de Banho: 2,Usado
11393,Faro,"Portimão, Faro",T1,145 000 €,"81,90 m²",1 770 €/m²,Casas de Banho: 2,Usado
11394,Faro,"São Gonçalo de Lagos, Lagos, Faro",T4,320 000 €,244 m²,1 311 €/m²,Casas de Banho: 3,Usado
11395,Lisboa,"Cascais e Estoril, Cascais, Lisboa",T3,1 100 000 €,165 m²,6 667 €/m²,Casas de Banho: 2,Usado
11396,Faro,"Faro (Sé e São Pedro), Faro",T3,387 000 €,"223,80 m²",1 729 €/m²,Casas de Banho: 4 ou mais,Em construção
11397,Lisboa,"Alcântara, Lisboa",T4,1 170 110 €,221 m²,5 295 €/m²,Casas de Banho: 4 ou mais,Em construção
11398,Lisboa,"Carnaxide e Queijas, Oeiras, Lisboa",T2,380 000 €,"130,60 m²",2 910 €/m²,Casas de Banho: 2,Em construção
11399,Braga,"Nogueira, Fraião e Lamaçães, Braga",T3,243 000 €,149 m²,1 631 €/m²,Casas de Banho: 3,Novo
11400,Lisboa,"Belém, Lisboa",T2,925 000 €,"110,29 m²",8 387 €/m²,Casas de Banho: 2,Novo
11401,Lisboa,"Cascais e Estoril, Cascais, Lisboa",T3,450 000 €,113 m²,3 982 €/m²,Casas de Banho: 2,Usado
11402,Porto,"Ramalde, Porto",T4,395 000 €,157 m²,2 516 €/m²,Casas de Banho: 3,Em construção
11403,Porto,"Ramalde, Porto",T3,355 000 €,141 m²,2 518 €/m²,Em construção,
11404,Porto,"Ramalde, Porto",T2,265 000 €,100 m²,2 650 €/m²,Em construção,
11405,Porto,"Ramalde, Porto",T2,250 000 €,94 m²,2 660 €/m²,Em construção,
11406,Porto,"Ramalde, Porto",T3,322 500 €,129 m²,2 500 €/m²,Em construção,
11407,Porto,"Ramalde, Porto",T3,320 000 €,126 m²,2 540 €/m²,Em construção,
11408,Porto,"Ramalde, Porto",T4,392 500 €,157 m²,2 500 €/m²,Casas de Banho: 3,Em construção
11409,Porto,"Ramalde, Porto",T4,407 500 €,163 m²,2 500 €/m²,Em construção,
11410,Porto,"Ramalde, Porto",T4,415 000 €,157 m²,2 643 €/m²,Casas de Banho: 3,Em construção
11411,Porto,"Ramalde, Porto",T3,322 500 €,126 m²,2 560 €/m²,Casas de Banho: 3,Em construção
11412,Porto,"Bonfim, Porto",T1,147 500 €,36 m²,4 097 €/m²,Casas de Banho: 1,Usado
11413,Setúbal,"Alcochete, Setúbal",T2,500 000 €,"84,80 m²",5 896 €/m²,Casas de Banho: 2,Novo
11414,Faro,"Tavira (Santa Maria e Santiago), Tavira, Faro",T2,320 000 €,91 m²,3 516 €/m²,Casas de Banho: 2,Novo
11415,Faro,"Tavira (Santa Maria e Santiago), Tavira, Faro",T3,420 000 €,118 m²,3 559 €/m²,Casas de Banho: 3,Novo
11416,Faro,"Tavira (Santa Maria e Santiago), Tavira, Faro",T2,220 000 €,90 m²,2 444 €/m²,Casas de Banho: 2,Novo
11417,Faro,"Tavira (Santa Maria e Santiago), Tavira, Faro",T3,270 000 €,105 m²,2 571 €/m²,Casas de Banho: 3,Novo
11418,Faro,"Tavira (Santa Maria e Santiago), Tavira, Faro",T2,220 000 €,92 m²,2 391 €/m²,Casas de Banho: 2,Novo
11419,Faro,"Tavira (Santa Maria e Santiago), Tavira, Faro",T2,250 000 €,90 m²,2 778 €/m²,Casas de Banho: 2,Novo
11420,Faro,"Tavira (Santa Maria e Santiago), Tavira, Faro",T3,295 000 €,104 m²,2 837 €/m²,Casas de Banho: 3,Novo
11421,Faro,"Tavira (Santa Maria e Santiago), Tavira, Faro",T3,295 000 €,105 m²,2 810 €/m²,Casas de Banho: 3,Novo
11422,Faro,"Tavira (Santa Maria e Santiago), Tavira, Faro",T3,420 000 €,112 m²,3 750 €/m²,Casas de Banho: 3,Novo
11423,Faro,"Portimão, Faro",T3,320 000 €,"127,20 m²",2 516 €/m²,Casas de Banho: 2,Em construção
11424,Lisboa,"Loures, Lisboa",T2,198 000 €,75 m²,2 640 €/m²,Casas de Banho: 1,Usado
11425,Faro,"Portimão, Faro",T3,295 000 €,"127,20 m²",2 319 €/m²,Casas de Banho: 2,Em construção
11426,Faro,"Odiáxere, Lagos, Faro",T1,740 000 €,"119,93 m²",6 170 €/m²,Casas de Banho: 2,Novo
11427,Lisboa,"Alcântara, Lisboa",T0,225 000 €,49 m²,4 592 €/m²,Casas de Banho: 1,Novo
11428,Lisboa,"Alcântara, Lisboa",T0,225 000 €,49 m²,4 592 €/m²,Casas de Banho: 1,Novo
11429,Coimbra,"Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu), Coimbra",T3,375 000 €,130 m²,2 885 €/m²,Casas de Banho: 2,Usado
11430,Coimbra,"Santo António dos Olivais, Coimbra",T6,650 000 €,280 m²,2 321 €/m²,Novo,
11431,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T0,285 000 €,48 m²,5 938 €/m²,Casas de Banho: 1,Em construção
11432,Porto,"Aldoar, Foz do Douro e Nevogilde, Porto",T0,375 000 €,59 m²,6 356 €/m²,Casas de Banho: 1,Em construção
11433,Lisboa,"Loures, Lisboa",T2,145 000 €,"59,30 m²",2 445 €/m²,Casas de Banho: 1,Usado
11434,Lisboa,"Cascais e Estoril, Cascais, Lisboa",T4,5 000 000 €,"302,20 m²",16 545 €/m²,Casas de Banho: 4 ou mais,Renovado
11435,Lisboa,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Oeiras, Lisboa",T2,660 000 €,"135,70 m²",4 864 €/m²,Casas de Banho: 2,Novo
11436,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T0,134 000 €,"46,80 m²",2 863 €/m²,Casas de Banho: 1,Novo
11437,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T5,265 000 €,124 m²,2 137 €/m²,Usado,
11438,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T5,250 000 €,124 m²,2 016 €/m²,Usado,
11439,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T5,255 000 €,124 m²,2 056 €/m²,Usado,
11440,Faro,"São Gonçalo de Lagos, Lagos, Faro",T3,450 000 €,328 m²,1 372 €/m²,Casas de Banho: 2,Usado
11441,Faro,"São Gonçalo de Lagos, Lagos, Faro",T2,230 000 €,92 m²,2 500 €/m²,Casas de Banho: 2,Usado
11442,Faro,"São Gonçalo de Lagos, Lagos, Faro",T2,250 000 €,93 m²,2 688 €/m²,Casas de Banho: 2,Usado
11443,Setúbal,"Barreiro e Lavradio, Barreiro, Setúbal",T3,155 000 €,112 m²,1 384 €/m²,Casas de Banho: 2,
11444,Porto,"Matosinhos e Leça da Palmeira, Matosinhos, Porto",T2,197 500 €,"69,70 m²",2 834 €/m²,Casas de Banho: 1,Em construção
11445,Porto,"Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto",T1,207 000 €,58 m²,3 569 €/m²,Casas de Banho: 1,Em construção
11446,Porto,"Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto",T1,203 000 €,74 m²,2 743 €/m²,Casas de Banho: 1,Em construção
11447,Porto,"Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto",T1,189 000 €,58 m²,3 259 €/m²,Casas de Banho: 1,Em construção
11448,Porto,"Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto",T1,203 000 €,74 m²,2 743 €/m²,Casas de Banho: 1,Em construção
11449,Porto,"Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto",T1,189 000 €,58 m²,3 259 €/m²,Casas de Banho: 1,Em construção
11450,Porto,"Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto",T1,212 000 €,74 m²,2 865 €/m²,Casas de Banho: 1,Em construção
11451,Porto,"Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto",T1,173 000 €,54 m²,3 204 €/m²,Casas de Banho: 1,Em construção
11452,Porto,"Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto",T1,182 000 €,58 m²,3 138 €/m²,Casas de Banho: 1,Em construção
11453,Porto,"Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto",T1,164 000 €,65 m²,2 523 €/m²,Casas de Banho: 1,Em construção
11454,Porto,"Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto",T0,129 000 €,45 m²,2 867 €/m²,Casas de Banho: 1,Em construção
11455,Porto,"Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto",T0,106 000 €,39 m²,2 718 €/m²,Casas de Banho: 1,Em construção
11456,Faro,"Budens, Vila do Bispo, Faro",T1,220 000 €,84 m²,2 619 €/m²,Casas de Banho: 1,Novo
11457,Leiria,"Caldas da Rainha - Santo Onofre e Serra do Bouro, Caldas da Rainha, Leiria",T3,76 000 €,85 m²,894 €/m²,Usado,
11458,Porto,"Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto",T3,511 413 €,141 m²,3 627 €/m²,Novo,
11459,Lisboa,"Alcântara, Lisboa",Vídeo,T1,685 000 €,74 m²,9 257 €/m²,Acompanhamento Virtual
11460,Lisboa,"Alcântara, Lisboa",Vídeo,T2,890 000 €,109 m²,8 165 €/m²,Acompanhamento Virtual
11461,Lisboa,"Alcântara, Lisboa",Vídeo,T2,1 055 000 €,109 m²,9 679 €/m²,Acompanhamento Virtual
11462,Lisboa,"Alcântara, Lisboa",Vídeo,T3,2 500 000 €,177 m²,14 124 €/m²,Acompanhamento Virtual
11463,Leiria,"Nazaré, Leiria",T2,205 000 €,80 m²,2 563 €/m²,Casas de Banho: 2,Novo
11464,Lisboa,"Cascais e Estoril, Cascais, Lisboa",T3,835 000 €,152 m²,5 493 €/m²,Casas de Banho: 3,Usado
11465,Lisboa,"Alcântara, Lisboa",T2,240 000 €,47 m²,5 106 €/m²,Casas de Banho: 2,Novo
11466,Lisboa,"Lumiar, Lisboa",T3,690 000 €,"107,80 m²",6 401 €/m²,Casas de Banho: 2,Novo
11467,Lisboa,"Lumiar, Lisboa",T3,680 000 €,"126,80 m²",5 363 €/m²,Casas de Banho: 2,Novo
11468,Lisboa,"Lumiar, Lisboa",T4,810 000 €,"162,10 m²",4 997 €/m²,Casas de Banho: 3,Novo
11469,Lisboa,"Lumiar, Lisboa",T4,805 000 €,"162,10 m²",4 966 €/m²,Casas de Banho: 3,Novo
11470,Lisboa,"Lumiar, Lisboa",T4,900 000 €,"180,60 m²",4 983 €/m²,Casas de Banho: 3,Novo
11471,Lisboa,"Lumiar, Lisboa",T4,820 000 €,"162,10 m²",5 059 €/m²,Casas de Banho: 3,Novo
11472,Lisboa,"Lumiar, Lisboa",T4,820 000 €,"162,10 m²",5 059 €/m²,Casas de Banho: 3,Novo
11473,Lisboa,"Lumiar, Lisboa",T4,815 000 €,"162,10 m²",5 028 €/m²,Casas de Banho: 3,Novo
11474,Lisboa,"Lumiar, Lisboa",T3,695 000 €,"126,80 m²",5 481 €/m²,Casas de Banho: 2,Novo
11475,Coimbra,"Tavarede, Figueira da Foz, Coimbra",T3,167 500 €,120 m²,1 396 €/m²,Casas de Banho: 2,Usado
11476,Coimbra,"Lorvão, Penacova, Coimbra",T3,81 500 €,140 m²,582 €/m²,Casas de Banho: 2,Usado
11477,Setúbal,"Alcochete, Setúbal",T3,730 000 €,"141,95 m²",5 143 €/m²,Casas de Banho: 2,Em construção
11478,Aveiro,"Bustos, Troviscal e Mamarrosa, Oliveira do Bairro, Aveiro",T3,286 000 €,"201,61 m²",1 419 €/m²,Casas de Banho: 1,Renovado
11479,Porto,"São Mamede de Infesta e Senhora da Hora, Matosinhos, Porto",T3,323 000 €,"108,95 m²",2 965 €/m²,Novo,
11480,Porto,"Paranhos, Porto",T3,323 000 €,"108,95 m²",2 965 €/m²,Novo,
11481,Porto,"Paranhos, Porto",T3,373 000 €,"112,56 m²",3 314 €/m²,Novo,
11482,Porto,"São Mamede de Infesta e Senhora da Hora, Matosinhos, Porto",T3,373 000 €,"112,56 m²",3 314 €/m²,Novo,
11483,Setúbal,"Almada, Cova da Piedade, Pragal e Cacilhas, Almada, Setúbal",T3,249 000 €,"100,10 m²",2 488 €/m²,Casas de Banho: 2,Novo
11484,Lisboa,"Avenidas Novas, Lisboa",T3,595 000 €,"111,55 m²",5 334 €/m²,Casas de Banho: 1,Usado
11485,Lisboa,"Campolide, Lisboa",T3,1 100 000 €,197 m²,5 584 €/m²,Casas de Banho: 2,Para recuperar
11486,Porto,"Paranhos, Porto",T1,160 000 €,"47,06 m²",3 400 €/m²,Novo,
11487,Faro,"Portimão, Faro",T1,197 000 €,"50,85 m²",3 874 €/m²,Casas de Banho: 1,Novo
11488,Lisboa,"Avenidas Novas, Lisboa",T4,1 450 000 €,"173,30 m²",8 367 €/m²,Casas de Banho: 4 ou mais,Em construção
11489,Lisboa,"Avenidas Novas, Lisboa",T3,1 400 000 €,"197,25 m²",7 098 €/m²,Casas de Banho: 4 ou mais,Em construção
11490,Lisboa,"Belém, Lisboa",T3,690 000 €,"134,20 m²",5 142 €/m²,Casas de Banho: 2,Novo
11491,Faro,"São Gonçalo de Lagos, Lagos, Faro",T2,225 000 €,"84,40 m²",2 666 €/m²,Casas de Banho: 2,Usado
11492,Faro,"São Gonçalo de Lagos, Lagos, Faro",T2,250 000 €,"94,20 m²",2 654 €/m²,Casas de Banho: 2,Usado
11493,Faro,"São Gonçalo de Lagos, Lagos, Faro",T2,245 000 €,"93,20 m²",2 629 €/m²,Casas de Banho: 2,Usado
11494,Faro,"São Gonçalo de Lagos, Lagos, Faro",T2,225 000 €,"93,20 m²",2 414 €/m²,Casas de Banho: 2,Usado
11495,Faro,"São Gonçalo de Lagos, Lagos, Faro",T2,225 000 €,"84,40 m²",2 666 €/m²,Casas de Banho: 2,Usado
11496,Faro,"São Gonçalo de Lagos, Lagos, Faro",T2,245 000 €,"94,50 m²",2 593 €/m²,Casas de Banho: 2,Usado
11497,Faro,"São Gonçalo de Lagos, Lagos, Faro",T2,255 000 €,"98,90 m²",2 578 €/m²,Casas de Banho: 2,Usado
11498,Faro,"São Gonçalo de Lagos, Lagos, Faro",T2,275 000 €,107 m²,2 570 €/m²,Casas de Banho: 2,Usado
11499,Faro,"São Gonçalo de Lagos, Lagos, Faro",T2,310 000 €,"119,70 m²",2 590 €/m²,Casas de Banho: 2,Usado
11500,Faro,"São Gonçalo de Lagos, Lagos, Faro",T2,265 000 €,"102,70 m²",2 580 €/m²,Casas de Banho: 2,Usado
11501,Faro,"São Gonçalo de Lagos, Lagos, Faro",T2,260 000 €,"100,30 m²",2 592 €/m²,Casas de Banho: 2,Usado
11502,Faro,"São Gonçalo de Lagos, Lagos, Faro",T2,265 000 €,"103,70 m²",2 555 €/m²,Casas de Banho: 2,Usado
11503,Faro,"São Gonçalo de Lagos, Lagos, Faro",T2,260 000 €,"101,30 m²",2 567 €/m²,Casas de Banho: 2,Usado
11504,Lisboa,"Vila Franca de Xira, Lisboa",T3,155 000 €,104 m²,1 490 €/m²,Casas de Banho: 2,Usado
11505,Porto,"Ramalde, Porto",T3,395 000 €,161 m²,2 453 €/m²,Casas de Banho: 3,Novo
11506,Porto,"Ramalde, Porto",T3,390 000 €,171 m²,2 281 €/m²,Casas de Banho: 3,Novo
11507,Lisboa,"Rio de Mouro, Sintra, Lisboa",T2,135 000 €,90 m²,1 500 €/m²,Casas de Banho: 1,Usado
11508,Lisboa,"Alcântara, Lisboa",T2,240 000 €,47 m²,5 106 €/m²,Casas de Banho: 2,Novo
11509,Porto,"São Mamede de Infesta e Senhora da Hora, Matosinhos, Porto",T2,149 000 €,82 m²,1 817 €/m²,Casas de Banho: 1,Usado
11510,Porto,"Paranhos, Porto",T1,219 390 €,"71,81 m²",3 055 €/m²,Casas de Banho: 1,Novo
11511,Porto,"Paranhos, Porto",T2,255 895 €,"88,92 m²",2 878 €/m²,Casas de Banho: 2,Novo
11512,Porto,"Paranhos, Porto",T4,545 900 €,"187,28 m²",2 915 €/m²,Casas de Banho: 2,Novo
11513,Ilha de São Miguel,"São José, Ponta Delgada, Ilha de São Miguel",T2,245 000 €,115 m²,2 130 €/m²,Casas de Banho: 2,Novo
11514,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T1,227 500 €,"54,85 m²",4 148 €/m²,Casas de Banho: 1,Novo
11515,Coimbra,"Praia de Mira, Mira, Coimbra",T3,185 000 €,"99,90 m²",1 852 €/m²,Casas de Banho: 2,Novo
11516,Lisboa,"Campo de Ourique, Lisboa",T1,230 000 €,50 m²,4 600 €/m²,Casas de Banho: 1,Usado
11517,Faro,"Portimão, Faro",T3,177 400 €,"92,45 m²",1 919 €/m²,Casas de Banho: 2,Em construção
11518,Lisboa,"Santa Maria Maior, Lisboa",T2,1 490 000 €,205 m²,7 268 €/m²,Casas de Banho: 3,Renovado
11519,Lisboa,"São Domingos de Benfica, Lisboa",T4,1 650 000 €,"200,90 m²",8 213 €/m²,Novo,
11520,Lisboa,"Avenidas Novas, Lisboa",T6,900 000 €,190 m²,4 737 €/m²,Casas de Banho: 3,Usado
11521,Porto,"Paranhos, Porto",T2,253 895 €,"88,92 m²",2 855 €/m²,Casas de Banho: 2,Em construção
11522,Porto,"Paranhos, Porto",T1,250 290 €,"71,81 m²",3 485 €/m²,Casas de Banho: 1,Em construção
11523,Porto,"Paranhos, Porto",T3,353 290 €,"136,35 m²",2 591 €/m²,Casas de Banho: 2,Novo
11524,Lisboa,"Rio de Mouro, Sintra, Lisboa",T2,139 500 €,90 m²,1 550 €/m²,Casas de Banho: 1,Usado
11525,Lisboa,"Misericórdia, Lisboa",T2,309 000 €,"42,30 m²",7 305 €/m²,Casas de Banho: 2,Renovado
11526,Setúbal,"Corroios, Seixal, Setúbal",T2,154 900 €,88 m²,1 760 €/m²,Casas de Banho: 2,Renovado
11527,Lisboa,"Carnaxide e Queijas, Oeiras, Lisboa",T3,449 500 €,146 m²,3 079 €/m²,Casas de Banho: 2,
11528,Porto,"São Mamede de Infesta e Senhora da Hora, Matosinhos, Porto",T3,149 000 €,82 m²,1 817 €/m²,Casas de Banho: 1,Renovado
11529,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T4,1 545 000 €,299 m²,5 167 €/m²,Casas de Banho: 4 ou mais,Em construção
11530,Coimbra,"Buarcos e São Julião, Figueira da Foz, Coimbra",T2,115 000 €,63 m²,1 825 €/m²,Casas de Banho: 1,Usado
11531,Coimbra,"Tavarede, Figueira da Foz, Coimbra",T3,152 500 €,"117,30 m²",1 300 €/m²,Casas de Banho: 2,Usado
11532,Porto,"Canidelo, Vila Nova de Gaia, Porto",T1,150 000 €,68 m²,2 206 €/m²,Casas de Banho: 2,Usado
11533,Porto,"Canidelo, Vila Nova de Gaia, Porto",T3,320 000 €,160 m²,2 000 €/m²,Casas de Banho: 3,Em construção
11534,Porto,"Canidelo, Vila Nova de Gaia, Porto",T2,250 000 €,119 m²,2 101 €/m²,Casas de Banho: 3,Em construção
11535,Porto,"Canidelo, Vila Nova de Gaia, Porto",T2,215 000 €,105 m²,2 048 €/m²,Casas de Banho: 2,Em construção
11536,Porto,"Canidelo, Vila Nova de Gaia, Porto",T4,560 000 €,230 m²,2 435 €/m²,Casas de Banho: 4 ou mais,Em construção
11537,Faro,"Montenegro, Faro",T4,340 000 €,"136,26 m²",2 495 €/m²,Casas de Banho: 3,Usado
11538,Faro,"Faro (Sé e São Pedro), Faro",T3,268 000 €,"142,70 m²",1 878 €/m²,Casas de Banho: 2,Usado
11539,Faro,"Albufeira e Olhos de Água, Albufeira, Faro",T1,191 900 €,"57,30 m²",3 349 €/m²,Casas de Banho: 1,Usado
11540,Lisboa,"Arroios, Lisboa",T2,244 900 €,60 m²,4 082 €/m²,Casas de Banho: 1,Usado
11541,Porto,"Campanhã, Porto",T4,460 000 €,160 m²,2 875 €/m²,Usado,
11542,Lisboa,"Ericeira, Mafra, Lisboa",T3,790 000 €,170 m²,4 647 €/m²,Casas de Banho: 4 ou mais,Novo
11543,Lisboa,"Areeiro, Lisboa",T3,875 000 €,"143,03 m²",6 118 €/m²,Casas de Banho: 2,Em construção
11544,Setúbal,"Santiago (Sesimbra), Sesimbra, Setúbal",T3,480 000 €,"87,87 m²",5 463 €/m²,Casas de Banho: 2,Usado
11545,Lisboa,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Oeiras, Lisboa",T3,900 000 €,"185,20 m²",4 860 €/m²,Casas de Banho: 3,Novo
11546,Porto,"Ramalde, Porto",T3,395 000 €,171 m²,2 310 €/m²,Casas de Banho: 3,Novo
11547,Porto,"Ramalde, Porto",T3,347 500 €,136 m²,2 555 €/m²,Casas de Banho: 2,Novo
11548,Porto,"Ramalde, Porto",T3,390 000 €,160 m²,2 438 €/m²,Casas de Banho: 3,Novo
11549,Porto,"Ramalde, Porto",T4,1 100 000 €,219 m²,5 023 €/m²,Casas de Banho: 4 ou mais,Novo
11550,Faro,"Portimão, Faro",T3,290 000 €,"127,20 m²",2 280 €/m²,Casas de Banho: 2,Em construção
11551,Faro,"Portimão, Faro",T0,260 400 €,"49,84 m²",5 225 €/m²,Casas de Banho: 1,Em construção
11552,Setúbal,"Caparica e Trafaria, Almada, Setúbal",T4,325 000 €,"171,30 m²",1 897 €/m²,Casas de Banho: 4 ou mais,Usado
11553,Porto,"Canidelo, Vila Nova de Gaia, Porto",T4,560 000 €,230 m²,2 435 €/m²,Casas de Banho: 4 ou mais,Novo
11554,Porto,"Canidelo, Vila Nova de Gaia, Porto",T2,235 000 €,118 m²,1 992 €/m²,Casas de Banho: 3,Novo
11555,Setúbal,"Montijo e Afonsoeiro, Montijo, Setúbal",T4,356 000 €,180 m²,1 978 €/m²,Casas de Banho: 2,Novo
11556,Lisboa,"Barcarena, Oeiras, Lisboa",T2,375 000 €,108 m²,3 472 €/m²,Casas de Banho: 2,
11557,Porto,"Vila do Conde, Porto",T3,250 000 €,115 m²,2 174 €/m²,Usado,
11558,Porto,"Aldoar, Foz do Douro e Nevogilde, Porto",T1,175 000 €,"35,20 m²",4 972 €/m²,Casas de Banho: 1,Em construção
11559,Porto,"Aldoar, Foz do Douro e Nevogilde, Porto",T1,177 000 €,"36,20 m²",4 890 €/m²,Casas de Banho: 1,Em construção
11560,Porto,"Aldoar, Foz do Douro e Nevogilde, Porto",T1,180 000 €,"31,20 m²",5 769 €/m²,Casas de Banho: 1,Em construção
11561,Porto,"Aldoar, Foz do Douro e Nevogilde, Porto",T1,180 000 €,"37,40 m²",4 813 €/m²,Casas de Banho: 1,Em construção
11562,Porto,"Aldoar, Foz do Douro e Nevogilde, Porto",T1,180 000 €,"33,20 m²",5 422 €/m²,Casas de Banho: 1,Em construção
11563,Porto,"Aldoar, Foz do Douro e Nevogilde, Porto",T1,185 000 €,"39,30 m²",4 707 €/m²,Casas de Banho: 1,Em construção
11564,Portalegre,"Assunção, Ajuda, Salvador e Santo Ildefonso, Elvas, Portalegre",T2,56 500 €,105 m²,538 €/m²,Casas de Banho: 1,
11565,Setúbal,"Laranjeiro e Feijó, Almada, Setúbal",T3,464 000 €,141 m²,3 291 €/m²,Casas de Banho: 4 ou mais,Novo
11566,Lisboa,"Venteira, Amadora, Lisboa",T4,150 000 €,75 m²,2 000 €/m²,Casas de Banho: 1,Usado
11567,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T1,198 000 €,36 m²,5 500 €/m²,Casas de Banho: 1,
11568,Porto,"Lordelo do Ouro e Massarelos, Porto",T2,456 500 €,84 m²,5 435 €/m²,Casas de Banho: 2,
11569,Porto,"Lordelo do Ouro e Massarelos, Porto",T2,311 250 €,61 m²,5 102 €/m²,Casas de Banho: 1,
11570,Porto,"Lordelo do Ouro e Massarelos, Porto",T1,244 850 €,51 m²,4 801 €/m²,Casas de Banho: 1,
11571,Porto,"Lordelo do Ouro e Massarelos, Porto",T2,547 350 €,101 m²,5 419 €/m²,Casas de Banho: 2,
11572,Porto,"Lordelo do Ouro e Massarelos, Porto",T2,348 000 €,67 m²,5 194 €/m²,Casas de Banho: 2,
11573,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T2,290 000 €,95 m²,3 053 €/m²,Casas de Banho: 1,
