,city,detailed_location,tipology,price,area,area_per_square_meter,bathrooms,apartament_state
11181,Lisboa,"Carcavelos e Parede, Cascais, Lisboa",T5,890 000 €,195 m²,4 564 €/m²,Casas de Banho: 3,Usado
11182,Setúbal,"Costa da Caparica, Almada, Setúbal",Vídeo,T5,310 000 €,169 m²,1 834 €/m²,Casas de Banho: 4 ou mais
11183,Coimbra,"Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu), Coimbra",T2,202 000 €,80 m²,2 525 €/m²,Casas de Banho: 2,Em construção
11184,Setúbal,"Charneca de Caparica e Sobreda, Almada, Setúbal",T2,175 000 €,70 m²,2 500 €/m²,Casas de Banho: 1,Renovado
11185,Faro,"Portimão, Faro",T2,390 000 €,"92,62 m²",4 211 €/m²,Casas de Banho: 2,Em construção
11186,Porto,"Gulpilhares e Valadares, Vila Nova de Gaia, Porto",T3,218 000 €,113 m²,1 929 €/m²,Casas de Banho: 2,Usado
11187,Porto,"Oliveira do Douro, Vila Nova de Gaia, Porto",T1,160 000 €,95 m²,1 684 €/m²,Casas de Banho: 1,Usado
11188,Porto,"Madalena, Vila Nova de Gaia, Porto",T3,218 000 €,113 m²,1 929 €/m²,Casas de Banho: 2,Usado
11189,Lisboa,"Cascais e Estoril, Cascais, Lisboa",T1,650 000 €,86 m²,7 558 €/m²,Casas de Banho: 2,Novo
11190,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T1,189 000 €,43 m²,4 395 €/m²,Casas de Banho: 1,Usado
11191,Lisboa,"Alvalade, Lisboa",T4,560 000 €,130 m²,4 308 €/m²,Casas de Banho: 2,Para recuperar
11192,Lisboa,"Santo António, Lisboa",T1,400 000 €,"47,70 m²",8 386 €/m²,Casas de Banho: 2,Novo
11193,Faro,"Tavira (Santa Maria e Santiago), Tavira, Faro",T4,430 000 €,131 m²,3 282 €/m²,Casas de Banho: 3,Em construção
11194,Lisboa,"Benfica, Lisboa",T3,299 000 €,98 m²,3 051 €/m²,Casas de Banho: 1,Usado
11195,Aveiro,"Santa Maria da Feira, Travanca, Sanfins e Espargo, Santa Maria da Feira, Aveiro",Vídeo,T3,198 000 €,147 m²,1 347 €/m²,Casas de Banho: 3
11196,Lisboa,"São Vicente, Lisboa",T1,295 000 €,99 m²,2 980 €/m²,Casas de Banho: 1,Novo
11197,Lisboa,"Campo de Ourique, Lisboa",T2,415 000 €,90 m²,4 611 €/m²,Casas de Banho: 2,Para recuperar
11198,Faro,"Portimão, Faro",T2,275 000 €,"125,20 m²",2 196 €/m²,Casas de Banho: 3,Usado
11199,Lisboa,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Oeiras, Lisboa",T3,436 900 €,128 m²,3 413 €/m²,Casas de Banho: 3,Usado
11200,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T0,165 000 €,"40,71 m²",4 053 €/m²,Casas de Banho: 1,Em construção
11201,Faro,"Conceição e Cabanas de Tavira, Tavira, Faro",T1,121 000 €,48 m²,2 521 €/m²,Casas de Banho: 1,Usado
11202,Lisboa,"Carnaxide e Queijas, Oeiras, Lisboa",T2,185 000 €,71 m²,2 606 €/m²,Casas de Banho: 1,
11203,Setúbal,"Almada, Cova da Piedade, Pragal e Cacilhas, Almada, Setúbal",T1,130 000 €,"49,60 m²",2 621 €/m²,Casas de Banho: 1,Usado
11204,Faro,"Albufeira e Olhos de Água, Albufeira, Faro",T2,195 000 €,"83,93 m²",2 323 €/m²,Casas de Banho: 2,Usado
11205,Lisboa,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Oeiras, Lisboa",T3,800 000 €,170 m²,4 706 €/m²,Casas de Banho: 3,Novo
11206,Faro,"Tavira (Santa Maria e Santiago), Tavira, Faro",T1,149 000 €,60 m²,2 483 €/m²,Casas de Banho: 1,Usado
11207,Setúbal,"Almada, Cova da Piedade, Pragal e Cacilhas, Almada, Setúbal",T1,225 000 €,"65,30 m²",3 446 €/m²,Casas de Banho: 1,Novo
11208,Lisboa,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Oeiras, Lisboa",T3,614 000 €,"141,41 m²",4 342 €/m²,Casas de Banho: 1,Em construção
11209,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T1,215 000 €,40 m²,5 375 €/m²,Casas de Banho: 1,Novo
11210,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T0,195 000 €,39 m²,5 000 €/m²,Casas de Banho: 1,Novo
11211,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T2,435 000 €,79 m²,5 506 €/m²,Casas de Banho: 1,Novo
11212,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T1,330 000 €,46 m²,7 174 €/m²,Casas de Banho: 1,Novo
11213,Lisboa,"Ericeira, Mafra, Lisboa",T2,335 000 €,136 m²,2 463 €/m²,Casas de Banho: 2,Novo
11214,Lisboa,"Arroios, Lisboa",T2,699 000 €,133 m²,5 256 €/m²,Casas de Banho: 2,Usado
11215,Setúbal,"Charneca de Caparica e Sobreda, Almada, Setúbal",T2,175 500 €,70 m²,2 507 €/m²,Casas de Banho: 1,Renovado
11216,Lisboa,"Encosta do Sol, Amadora, Lisboa",T2,120 000 €,50 m²,2 400 €/m²,Casas de Banho: 1,Renovado
11217,Porto,"São Mamede de Infesta e Senhora da Hora, Matosinhos, Porto",T2,252 400 €,"101,60 m²",2 484 €/m²,Casas de Banho: 2,Novo
11218,Porto,"São Mamede de Infesta e Senhora da Hora, Matosinhos, Porto",T1,128 100 €,"44,40 m²",2 885 €/m²,Casas de Banho: 1,Novo
11219,Porto,"São Mamede de Infesta e Senhora da Hora, Matosinhos, Porto",T1,128 100 €,"44,40 m²",2 885 €/m²,Casas de Banho: 1,Novo
11220,Porto,"São Mamede de Infesta e Senhora da Hora, Matosinhos, Porto",T2,252 400 €,"101,60 m²",2 484 €/m²,Casas de Banho: 2,Novo
11221,Porto,"Paranhos, Porto",T2,252 400 €,"101,60 m²",2 484 €/m²,Casas de Banho: 2,Novo
11222,Porto,"Paranhos, Porto",T2,252 400 €,"101,60 m²",2 484 €/m²,Casas de Banho: 2,Novo
11223,Porto,"Paranhos, Porto",T2,252 400 €,"101,60 m²",2 484 €/m²,Casas de Banho: 2,Novo
11224,Porto,"Paranhos, Porto",T2,252 400 €,"101,60 m²",2 484 €/m²,Casas de Banho: 2,Novo
11225,Porto,"Paranhos, Porto",T2,252 400 €,"101,60 m²",2 484 €/m²,Casas de Banho: 2,Novo
11226,Porto,"Paranhos, Porto",T2,252 400 €,"101,60 m²",2 484 €/m²,Casas de Banho: 2,Novo
11227,Porto,"Paranhos, Porto",T1,128 100 €,"44,40 m²",2 885 €/m²,Casas de Banho: 1,Novo
11228,Porto,"Paranhos, Porto",T1,128 100 €,"44,40 m²",2 885 €/m²,Casas de Banho: 1,Novo
11229,Porto,"Paranhos, Porto",T1,128 100 €,"44,40 m²",2 885 €/m²,Casas de Banho: 1,Novo
11230,Porto,"Paranhos, Porto",T1,128 100 €,"44,40 m²",2 885 €/m²,Casas de Banho: 1,Novo
11231,Porto,"Paranhos, Porto",T1,128 100 €,"44,40 m²",2 885 €/m²,Casas de Banho: 1,Novo
11232,Coimbra,"Santo António dos Olivais, Coimbra",T4,490 000 €,213 m²,2 300 €/m²,Novo,
11233,Porto,"Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto",T2,795 000 €,"134,32 m²",5 919 €/m²,Casas de Banho: 1,Novo
11234,Lisboa,"Porto Salvo, Oeiras, Lisboa",T2,440 000 €,110 m²,4 000 €/m²,Casas de Banho: 3,Novo
11235,Lisboa,"Porto Salvo, Oeiras, Lisboa",T4,775 000 €,168 m²,4 613 €/m²,Casas de Banho: 4 ou mais,Novo
11236,Lisboa,"Porto Salvo, Oeiras, Lisboa",T3,700 000 €,140 m²,5 000 €/m²,Casas de Banho: 3,Novo
11237,Lisboa,"Porto Salvo, Oeiras, Lisboa",T5,1 150 000 €,228 m²,5 044 €/m²,Casas de Banho: 4 ou mais,Novo
11238,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T1,200 000 €,65 m²,3 077 €/m²,Casas de Banho: 1,
11239,Porto,"Canidelo, Vila Nova de Gaia, Porto",T2,106 500 €,63 m²,1 690 €/m²,Casas de Banho: 1,Usado
11240,Porto,"Paranhos, Porto",T1,128 100 €,"44,40 m²",2 885 €/m²,Casas de Banho: 1,Novo
11241,Coimbra,"Buarcos e São Julião, Figueira da Foz, Coimbra",T5,299 000 €,135 m²,2 215 €/m²,Casas de Banho: 2,Usado
11242,Lisboa,"Venteira, Amadora, Lisboa",T3,288 000 €,128 m²,2 250 €/m²,Casas de Banho: 2,
11243,Lisboa,"Porto Salvo, Oeiras, Lisboa",T2,420 000 €,110 m²,3 818 €/m²,Casas de Banho: 3,Novo
11244,Lisboa,"Porto Salvo, Oeiras, Lisboa",T2,400 000 €,118 m²,3 390 €/m²,Casas de Banho: 3,Novo
11245,Lisboa,"Porto Salvo, Oeiras, Lisboa",T2,460 000 €,118 m²,3 898 €/m²,Casas de Banho: 3,Novo
11246,Santarém,"Abrantes (São Vicente e São João) e Alferrarede, Abrantes, Santarém",Vídeo,T5,195 000 €,280 m²,696 €/m²,Acompanhamento Virtual
11247,Aveiro,"Espinho, Aveiro",T0,157 500 €,41 m²,3 841 €/m²,Casas de Banho: 1,Renovado
11248,Coimbra,"Santo António dos Olivais, Coimbra",T3,420 000 €,168 m²,2 500 €/m²,Casas de Banho: 3,Novo
11249,Coimbra,"Buarcos e São Julião, Figueira da Foz, Coimbra",T2,137 500 €,100 m²,1 375 €/m²,Casas de Banho: 2,Usado
11250,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T0,199 000 €,54 m²,3 685 €/m²,Casas de Banho: 1,Renovado
11251,Lisboa,"Cascais e Estoril, Cascais, Lisboa",T3,1 390 000 €,"189,50 m²",7 335 €/m²,Casas de Banho: 4 ou mais,Em construção
11252,Lisboa,"Cascais e Estoril, Cascais, Lisboa",T4,1 950 000 €,"209,20 m²",9 321 €/m²,Casas de Banho: 4 ou mais,Usado
11253,Lisboa,"Cascais e Estoril, Cascais, Lisboa",T3,1 650 000 €,"186,80 m²",8 833 €/m²,Casas de Banho: 3,Usado
11254,Porto,"Ermesinde, Valongo, Porto",T3,205 485 €,97 m²,2 118 €/m²,Casas de Banho: 2,Novo
11255,Porto,"Ermesinde, Valongo, Porto",T2,173 434 €,73 m²,2 376 €/m²,Casas de Banho: 2,Novo
11256,Faro,"Portimão, Faro",T2,265 000 €,"69,75 m²",3 799 €/m²,Casas de Banho: 2,Novo
11257,Faro,"Portimão, Faro",T2,235 500 €,"69,75 m²",3 376 €/m²,Casas de Banho: 2,Novo
11258,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T1,190 000 €,40 m²,4 750 €/m²,Casas de Banho: 1,Novo
11259,Lisboa,"Estrela, Lisboa",T1,125 000 €,70 m²,1 786 €/m²,Casas de Banho: 1,Usado
11260,Faro,"Portimão, Faro",T1,199 000 €,"50,85 m²",3 913 €/m²,Casas de Banho: 1,Novo
11261,Faro,"Portimão, Faro",T1,175 000 €,"50,85 m²",3 441 €/m²,Casas de Banho: 1,Novo
11262,Porto,"Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto",T2,125 000 €,90 m²,1 389 €/m²,Casas de Banho: 1,Usado
11263,Faro,"Portimão, Faro",T3,289 000 €,116 m²,2 491 €/m²,Casas de Banho: 2,Usado
11264,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T1,250 000 €,"74,01 m²",3 378 €/m²,Casas de Banho: 2,Em construção
11265,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T0,175 000 €,"31,55 m²",5 547 €/m²,Casas de Banho: 1,Em construção
11266,Setúbal,"Montijo e Afonsoeiro, Montijo, Setúbal",Vídeo,T4,499 390 €,200 m²,2 497 €/m²,Casas de Banho: 3
11267,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T1,235 500 €,"73,40 m²",3 208 €/m²,Casas de Banho: 1,Em construção
11268,Lisboa,"Parque das Nações, Lisboa",T5,1 750 000 €,235 m²,7 447 €/m²,Casas de Banho: 4 ou mais,Novo
11269,Lisboa,"Misericórdia, Lisboa",T1,430 000 €,"56,62 m²",7 594 €/m²,Casas de Banho: 1,Novo
11270,Lisboa,"Misericórdia, Lisboa",T3,990 000 €,122 m²,8 115 €/m²,Casas de Banho: 3,Usado
11271,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T0,160 000 €,"48,66 m²",3 288 €/m²,Casas de Banho: 1,Usado
11272,Lisboa,"Cascais e Estoril, Cascais, Lisboa",T3,450 000 €,"118,42 m²",3 800 €/m²,Casas de Banho: 2,Usado
11273,Lisboa,"Cascais e Estoril, Cascais, Lisboa",T3,450 000 €,"118,42 m²",3 800 €/m²,Casas de Banho: 2,Usado
11274,Lisboa,"Cascais e Estoril, Cascais, Lisboa",T3,450 000 €,"118,42 m²",3 800 €/m²,Casas de Banho: 2,Usado
11275,Setúbal,"Montijo e Afonsoeiro, Montijo, Setúbal",T3,350 000 €,150 m²,2 333 €/m²,Casas de Banho: 2,
11276,Lisboa,"Avenidas Novas, Lisboa",T3,595 000 €,111 m²,5 360 €/m²,Casas de Banho: 1,Renovado
11277,Lisboa,"Santa Maria Maior, Lisboa",T1,480 000 €,71 m²,6 761 €/m²,Casas de Banho: 2,Usado
11278,Faro,"Faro (Sé e São Pedro), Faro",T2,290 000 €,98 m²,2 959 €/m²,Casas de Banho: 2,Novo
11279,Faro,"Faro (Sé e São Pedro), Faro",T3,362 500 €,119 m²,3 046 €/m²,Casas de Banho: 2,Novo
11280,Faro,"Faro (Sé e São Pedro), Faro",T4,675 000 €,215 m²,3 140 €/m²,Casas de Banho: 3,Novo
11281,Faro,"Faro (Sé e São Pedro), Faro",T5,795 000 €,265 m²,3 000 €/m²,Casas de Banho: 3,Novo
11282,Faro,"Faro (Sé e São Pedro), Faro",T3,495 000 €,163 m²,3 037 €/m²,Casas de Banho: 2,Novo
11283,Porto,"Paranhos, Porto",T3,175 000 €,115 m²,1 522 €/m²,Casas de Banho: 2,Usado
11284,Faro,"Faro (Sé e São Pedro), Faro",T3,490 000 €,163 m²,3 006 €/m²,Casas de Banho: 2,Novo
11285,Faro,"Faro (Sé e São Pedro), Faro",T3,445 000 €,147 m²,3 027 €/m²,Casas de Banho: 2,Novo
11286,Faro,"Faro (Sé e São Pedro), Faro",T3,485 000 €,163 m²,2 975 €/m²,Casas de Banho: 2,Novo
11287,Faro,"Faro (Sé e São Pedro), Faro",T2,285 000 €,96 m²,2 969 €/m²,Casas de Banho: 2,Novo
11288,Faro,"Faro (Sé e São Pedro), Faro",T1,217 500 €,71 m²,3 063 €/m²,Casas de Banho: 1,Novo
11289,Faro,"Faro (Sé e São Pedro), Faro",T3,450 000 €,147 m²,3 061 €/m²,Casas de Banho: 2,Novo
11290,Faro,"Faro (Sé e São Pedro), Faro",T3,375 000 €,123 m²,3 049 €/m²,Casas de Banho: 2,Novo
11291,Faro,"Faro (Sé e São Pedro), Faro",T1,215 000 €,70 m²,3 071 €/m²,Casas de Banho: 1,Novo
11292,Faro,"Faro (Sé e São Pedro), Faro",T3,369 500 €,122 m²,3 029 €/m²,Casas de Banho: 2,Novo
11293,Faro,"Faro (Sé e São Pedro), Faro",T2,292 500 €,99 m²,2 955 €/m²,Casas de Banho: 2,Novo
11294,Faro,"Faro (Sé e São Pedro), Faro",T1,223 000 €,73 m²,3 055 €/m²,Casas de Banho: 1,Novo
11295,Lisboa,"Santo António, Lisboa",T2,690 000 €,131 m²,5 267 €/m²,Casas de Banho: 2,Novo
11296,Porto,"Campanhã, Porto",T0,122 000 €,32 m²,3 813 €/m²,Casas de Banho: 1,Usado
11297,Lisboa,"Areeiro, Lisboa",T4,880 000 €,170 m²,5 176 €/m²,Casas de Banho: 3,Usado
11298,Coimbra,"São Pedro, Figueira da Foz, Coimbra",T3,180 000 €,127 m²,1 417 €/m²,Casas de Banho: 2,Novo
11299,Porto,"Mafamude e Vilar do Paraíso, Vila Nova de Gaia, Porto",T2,235 000 €,95 m²,2 474 €/m²,Casas de Banho: 2,Novo
11300,Porto,"Paranhos, Porto",T3,353 500 €,"136,35 m²",2 593 €/m²,Em construção,
11301,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T1,285 000 €,"59,30 m²",4 806 €/m²,Casas de Banho: 1,Em construção
11302,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T1,295 000 €,"66,40 m²",4 443 €/m²,Casas de Banho: 1,Em construção
11303,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T2,395 000 €,"93,10 m²",4 243 €/m²,Casas de Banho: 2,Em construção
11304,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T1,295 000 €,"66,40 m²",4 443 €/m²,Casas de Banho: 1,Em construção
11305,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T2,395 000 €,"93,10 m²",4 243 €/m²,Casas de Banho: 2,Em construção
11306,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T2,395 000 €,"93,90 m²",4 207 €/m²,Casas de Banho: 2,Em construção
11307,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T1,295 000 €,"87,40 m²",3 375 €/m²,Casas de Banho: 1,Em construção
11308,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T1,285 000 €,"60,20 m²",4 734 €/m²,Casas de Banho: 1,Em construção
11309,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T1,295 000 €,60 m²,4 917 €/m²,Casas de Banho: 1,Em construção
11310,Lisboa,"Santa Maria Maior, Lisboa",Vídeo,T4,1 980 000 €,269 m²,7 361 €/m²,Casas de Banho: 3
11311,Porto,"Vilar de Andorinho, Vila Nova de Gaia, Porto",T1,84 000 €,"71,50 m²",1 175 €/m²,Casas de Banho: 1,Usado
11312,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T2,285 000 €,101 m²,2 822 €/m²,Casas de Banho: 2,
11313,Lisboa,"Massamá e Monte Abraão, Sintra, Lisboa",T3,235 000 €,110 m²,2 136 €/m²,Casas de Banho: 2,Usado
11314,Coimbra,"Santo António dos Olivais, Coimbra",T3,315 000 €,"96,65 m²",3 259 €/m²,Casas de Banho: 2,Em construção
11315,Lisboa,"Alcântara, Lisboa",T1,179 500 €,45 m²,3 989 €/m²,Casas de Banho: 1,Usado
11316,Porto,"Bonfim, Porto",T3,365 000 €,"129,60 m²",2 816 €/m²,Casas de Banho: 3,Em construção
11317,Porto,"Bonfim, Porto",T3,520 000 €,"161,90 m²",3 212 €/m²,Em construção,
11318,Porto,"Bonfim, Porto",T2,266 000 €,"77,10 m²",3 450 €/m²,Casas de Banho: 2,Em construção
11319,Lisboa,"Penha de França, Lisboa",T3,415 000 €,100 m²,4 150 €/m²,Casas de Banho: 2,Renovado
11320,Porto,"Arcozelo, Vila Nova de Gaia, Porto",T2,246 000 €,127 m²,1 937 €/m²,Casas de Banho: 3,Em construção
11321,Lisboa,"Carcavelos e Parede, Cascais, Lisboa",T4,750 000 €,"203,90 m²",3 678 €/m²,Casas de Banho: 4 ou mais,Usado
11322,Porto,"Lordelo do Ouro e Massarelos, Porto",T3,500 000 €,"177,60 m²",2 815 €/m²,Casas de Banho: 3,Em construção
11323,Setúbal,"Alto do Seixalinho, Santo André e Verderena, Barreiro, Setúbal",T2,120 000 €,61 m²,1 967 €/m²,Casas de Banho: 1,Renovado
11324,Lisboa,"Estrela, Lisboa",T4,1 700 000 €,170 m²,10 000 €/m²,Casas de Banho: 3,Renovado
11325,Porto,"Perafita, Lavra e Santa Cruz do Bispo, Matosinhos, Porto",T3,375 000 €,147 m²,2 551 €/m²,Casas de Banho: 3,Em construção
11326,Porto,"Perafita, Lavra e Santa Cruz do Bispo, Matosinhos, Porto",T1,220 000 €,77 m²,2 857 €/m²,Casas de Banho: 1,Em construção
11327,Porto,"Perafita, Lavra e Santa Cruz do Bispo, Matosinhos, Porto",T3,330 000 €,147 m²,2 245 €/m²,Casas de Banho: 3,Em construção
11328,Porto,"Perafita, Lavra e Santa Cruz do Bispo, Matosinhos, Porto",T3,340 000 €,147 m²,2 313 €/m²,Casas de Banho: 3,Em construção
11329,Porto,"Perafita, Lavra e Santa Cruz do Bispo, Matosinhos, Porto",T3,355 000 €,147 m²,2 415 €/m²,Casas de Banho: 3,Em construção
11330,Porto,"Perafita, Lavra e Santa Cruz do Bispo, Matosinhos, Porto",T3,335 000 €,147 m²,2 279 €/m²,Casas de Banho: 3,Em construção
11331,Porto,"Perafita, Lavra e Santa Cruz do Bispo, Matosinhos, Porto",T1,180 000 €,88 m²,2 045 €/m²,Casas de Banho: 1,Em construção
11332,Porto,"Perafita, Lavra e Santa Cruz do Bispo, Matosinhos, Porto",T3,320 000 €,133 m²,2 406 €/m²,Casas de Banho: 3,Em construção
11333,Porto,"Perafita, Lavra e Santa Cruz do Bispo, Matosinhos, Porto",T3,300 000 €,117 m²,2 564 €/m²,Casas de Banho: 2,Em construção
11334,Porto,"Perafita, Lavra e Santa Cruz do Bispo, Matosinhos, Porto",T3,280 000 €,117 m²,2 393 €/m²,Casas de Banho: 2,Em construção
11335,Faro,"Portimão, Faro",T4,359 000 €,"172,13 m²",2 086 €/m²,Casas de Banho: 3,Usado
11336,Lisboa,"Ericeira, Mafra, Lisboa",T2,297 500 €,"109,20 m²",2 724 €/m²,Casas de Banho: 2,Novo
11337,Lisboa,"Santo António dos Cavaleiros e Frielas, Loures, Lisboa",T1,127 500 €,58 m²,2 198 €/m²,Casas de Banho: 1,Renovado
11338,Coimbra,"Buarcos e São Julião, Figueira da Foz, Coimbra",T2,88 000 €,85 m²,1 035 €/m²,Casas de Banho: 1,Usado
11339,Faro,"Quelfes, Olhão, Faro",T3,265 000 €,"126,10 m²",2 102 €/m²,Casas de Banho: 2,Novo
11340,Porto,"Matosinhos e Leça da Palmeira, Matosinhos, Porto",T2,290 000 €,98 m²,2 959 €/m²,Casas de Banho: 2,Usado
11341,Porto,"Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto",T0,96 000 €,40 m²,2 400 €/m²,Casas de Banho: 1,Renovado
11342,Aveiro,"Espinho, Aveiro",T1,135 000 €,54 m²,2 500 €/m²,Novo,
11343,Lisboa,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Oeiras, Lisboa",T3,330 000 €,120 m²,2 750 €/m²,Casas de Banho: 2,Usado
11344,Porto,"Ermesinde, Valongo, Porto",T3,199 500 €,"97,30 m²",2 050 €/m²,Casas de Banho: 2,Novo
11345,Porto,"Ermesinde, Valongo, Porto",T2,158 018 €,"69,42 m²",2 276 €/m²,Casas de Banho: 2,Novo
11346,Porto,"Ermesinde, Valongo, Porto",T2,168 382 €,"73,44 m²",2 293 €/m²,Casas de Banho: 2,Novo
11347,Porto,"Arcozelo, Vila Nova de Gaia, Porto",T3,320 000 €,145 m²,2 207 €/m²,Casas de Banho: 3,Em construção
11348,Porto,"Arcozelo, Vila Nova de Gaia, Porto",T1,170 500 €,78 m²,2 186 €/m²,Casas de Banho: 1,Em construção
11349,Porto,"Arcozelo, Vila Nova de Gaia, Porto",T3,315 000 €,145 m²,2 172 €/m²,Casas de Banho: 3,Em construção
11350,Aveiro,"Vila de Cucujães, Oliveira de Azeméis, Aveiro",T1,182 000 €,55 m²,3 309 €/m²,Casas de Banho: 1,
11351,Lisboa,"Cascais e Estoril, Cascais, Lisboa",T4,2 500 000 €,270 m²,9 259 €/m²,Casas de Banho: 4 ou mais,Usado
11352,Lisboa,"Misericórdia, Lisboa",T4,1 235 000 €,220 m²,5 614 €/m²,Casas de Banho: 3,Usado
11353,Setúbal,"Almada, Cova da Piedade, Pragal e Cacilhas, Almada, Setúbal",T2,185 000 €,70 m²,2 643 €/m²,Casas de Banho: 2,Renovado
11354,Lisboa,"Avenidas Novas, Lisboa",T3,1 400 000 €,197 m²,7 107 €/m²,Novo,
11355,Porto,"Ramalde, Porto",T4,392 500 €,173 m²,2 269 €/m²,Em construção,
11356,Porto,"Ramalde, Porto",T2,250 000 €,106 m²,2 358 €/m²,Em construção,
11357,Porto,"Ramalde, Porto",T2,255 000 €,114 m²,2 237 €/m²,Em construção,
11358,Porto,"Ramalde, Porto",T3,352 500 €,156 m²,2 260 €/m²,Em construção,
11359,Porto,"Ramalde, Porto",T4,392 500 €,297 m²,1 322 €/m²,Em construção,
11360,Porto,"Ramalde, Porto",T3,315 000 €,143 m²,2 203 €/m²,Em construção,
11361,Porto,"Ramalde, Porto",T2,260 000 €,110 m²,2 364 €/m²,Em construção,
11362,Porto,"Ramalde, Porto",T3,315 000 €,211 m²,1 493 €/m²,Em construção,
11363,Porto,"Ramalde, Porto",T1,155 000 €,61 m²,2 541 €/m²,Em construção,
11364,Lisboa,"Areeiro, Lisboa",T3,1 650 000 €,254 m²,6 496 €/m²,Casas de Banho: 4 ou mais,Usado
11365,Lisboa,"Lumiar, Lisboa",T1,200 000 €,"83,89 m²",2 384 €/m²,Casas de Banho: 1,Em construção
11366,Lisboa,"Lumiar, Lisboa",T2,315 000 €,"111,37 m²",2 828 €/m²,Em construção,
11367,Setúbal,"Almada, Cova da Piedade, Pragal e Cacilhas, Almada, Setúbal",T3,175 000 €,67 m²,2 612 €/m²,Casas de Banho: 1,Renovado
11368,Faro,"Portimão, Faro",T1,240 000 €,"64,45 m²",3 724 €/m²,Casas de Banho: 1,Novo
11369,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T1,180 000 €,50 m²,3 600 €/m²,Casas de Banho: 1,
11370,Lisboa,"Benfica, Lisboa",T3,320 000 €,100 m²,3 200 €/m²,Casas de Banho: 2,Renovado
11371,Coimbra,"São Pedro, Figueira da Foz, Coimbra",T1,90 000 €,50 m²,1 800 €/m²,Casas de Banho: 1,Usado
11372,Lisboa,"São Vicente, Lisboa",T1,215 000 €,35 m²,6 143 €/m²,Casas de Banho: 1,Renovado
11373,Porto,"Ermesinde, Valongo, Porto",T2,173 514 €,73 m²,2 377 €/m²,Casas de Banho: 2,Novo
11374,Porto,"Ermesinde, Valongo, Porto",T2,163 151 €,69 m²,2 365 €/m²,Casas de Banho: 1,Novo
11375,Porto,"Ermesinde, Valongo, Porto",T3,199 500 €,97 m²,2 057 €/m²,Casas de Banho: 2,Novo
11376,Porto,"Ermesinde, Valongo, Porto",T2,168 382 €,73 m²,2 307 €/m²,Casas de Banho: 2,Novo
11377,Lisboa,"Misericórdia, Lisboa",T4,1 000 000 €,189 m²,5 291 €/m²,Casas de Banho: 2,Usado
11378,Lisboa,"Campo de Ourique, Lisboa",T4,2 300 000 €,"287,38 m²",8 003 €/m²,Casas de Banho: 4 ou mais,Renovado
11379,Setúbal,"Costa da Caparica, Almada, Setúbal",T1,145 000 €,47 m²,3 085 €/m²,Casas de Banho: 1,Renovado
